# m3_primary_edge_ledger -- M3 PRIMARY CollecTRI signed-edge ledger v2 (SEAL CANDIDATE, TASK-028 Freeze B)
# AMENDMENT v2 per Vladimir DEC-M3-DUAL-EDGE. Supersedes v1 (which split ALL unresolved edges).
# ONE ROW PER ADMITTED PRIMARY EDGE (source-ledger order preserved).
#
# PRIMARY POLICY:
#   consensus_sign = +1 if consensus_stimulation and not consensus_inhibition;
#                    -1 if consensus_inhibition  and not consensus_stimulation;
#                    unresolved otherwise (neither, or both consensus flags set).
#   An edge with a RESOLVED consensus sign PARTICIPATES ONCE in primary signed scoring with
#   that sign -- this INCLUDES both-flagged edges that resolved to a single consensus sign.
#   Edges with an UNRESOLVED consensus sign are EXCLUDED from primary signed scoring; they are
#   NOT split into activation+repression and are NOT assigned an arbitrary sign.
#   primary_inclusion=Y iff resolved; primary_sign=consensus sign if included, blank if excluded.
#   exclusion_reason: 'none' if included; else the TRUE reason
#     ('unresolved-both-flagged' or 'unresolved-single-flag-no-consensus').
#
# WEIGHTING RULE:
#   VIPER/aREA mode-of-regulation (MoR) = consensus sign (+1 activation, -1 repression).
#   weight = CollecTRI CONSENSUS confidence = 1.0 when the primary sign is a consensus call
#   (consensus_stimulation for +1, consensus_inhibition for -1); 0.5 for a non-consensus curated
#   call. weight blank for excluded (primary_inclusion=N) edges. evidence_class = CollecTRI-curated.
#
# PRE-FROZEN SENSITIVITY SETS (membership recorded here; NOTHING is scored in this ledger):
#   S1 flag-split (s1_representation): every both-flagged edge (all 79) = TWO contributions
#     (activation +1 and repression -1), each with its own consensus-confidence weight ->
#     s1_representation='split-dual'. Non-both-flagged consensus edges enter once -> 'single'.
#   S2 conservative exclusion (s2_inclusion): ALL both-flagged edges EXCLUDED (s2_inclusion=N);
#     only single-flag consensus edges remain (s2_inclusion=Y).
#
# both_flagged = stimulation_flag AND inhibition_flag (raw CollecTRI is_stimulation/is_inhibition).
# consensus_resolved = both_flagged AND consensus_sign in {+1,-1}.
# Columns: TF	target	ensembl_id	stimulation_flag	inhibition_flag	consensus_sign	both_flagged	consensus_resolved	primary_inclusion	primary_sign	exclusion_reason	s1_representation	s2_inclusion	evidence_class	weight
TF	target	ensembl_id	stimulation_flag	inhibition_flag	consensus_sign	both_flagged	consensus_resolved	primary_inclusion	primary_sign	exclusion_reason	s1_representation	s2_inclusion	evidence_class	weight
GATA2	AR	ENSG00000169083	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA2	AQP2	ENSG00000167580	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA2	FCER1G	ENSG00000158869	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA2	FCER1A	ENSG00000179639	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA2	MS4A2	ENSG00000149534	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA2	PRG2	ENSG00000186652	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
GATA2	MBP	ENSG00000197971	Y	Y	-1	Y	Y	Y	-1	none	split-dual	N	CollecTRI-curated	1.0
GATA2	WT1	ENSG00000184937	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA2	CYBB	ENSG00000165168	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
GATA2	HCRTR2	ENSG00000137252	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA2	RNASE2	ENSG00000169385	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA2	DPYSL2	ENSG00000092964	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA2	ERVW-1	ENSG00000242950	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA2	SULT2A1	ENSG00000105398	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA2	TAC1	ENSG00000006128	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA2	CACNA1S	ENSG00000081248	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA2	CPA3	ENSG00000163751	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA2	HSD17B1	ENSG00000108786	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
GATA2	RAG1	ENSG00000166349	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA2	KDR	ENSG00000128052	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA2	KLF1	ENSG00000105610	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA2	TRH	ENSG00000170893	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA2	CSF2	ENSG00000164400	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA2	IL5	ENSG00000113525	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA2	IL4	ENSG00000113520	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA2	IL13	ENSG00000169194	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
GATA2	RCAN1	ENSG00000159200	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA2	EDNRB	ENSG00000136160	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA2	HBE1	ENSG00000213931	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA2	BHLHA15	ENSG00000180535	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA2	HHEX	ENSG00000152804	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA2	SKP2	ENSG00000145604	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
GATA2	ADH1C	ENSG00000248144	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA2	CEBPA	ENSG00000245848	Y	Y	-1	Y	Y	Y	-1	none	split-dual	N	CollecTRI-curated	1.0
GATA2	NFE2	ENSG00000123405	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA2	MICA	ENSG00000204520	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA2	CYP2C9	ENSG00000138109	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA2	DIO2	ENSG00000211448	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA2	MICB	ENSG00000204516	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA2	PDE9A	ENSG00000160191	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA2	ARRDC4	ENSG00000140450	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA2	CCRL2	ENSG00000121797	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA2	GPR146	ENSG00000164849	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA2	HTR5A	ENSG00000157219	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA2	ICAM4	ENSG00000105371	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA2	LYL1	ENSG00000104903	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA2	PLSCR2	ENSG00000163746	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA2	PSD4	ENSG00000125637	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA2	TNFAIP8L1	ENSG00000185361	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
GATA2	VWA5A	ENSG00000110002	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
EMX2	WNT2	ENSG00000105989	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
EMX2	WNT1	ENSG00000125084	Y	Y	-1	Y	Y	Y	-1	none	split-dual	N	CollecTRI-curated	1.0
EMX2	FGF8	ENSG00000107831	Y	Y	-1	Y	Y	Y	-1	none	split-dual	N	CollecTRI-curated	1.0
EMX2	SP8	ENSG00000164651	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
EMX2	SOX2	ENSG00000181449	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
EMX2	EGFR	ENSG00000146648	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
LHX1	HESX1	ENSG00000163666	Y	Y	-1	Y	Y	Y	-1	none	split-dual	N	CollecTRI-curated	1.0
LHX1	HHEX	ENSG00000152804	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
LHX1	PAX8	ENSG00000125618	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
LHX1	RELN	ENSG00000189056	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
LHX1	CHRD	ENSG00000090539	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
LHX1	NPY	ENSG00000122585	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
MSX1	BMP2	ENSG00000125845	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
MSX1	BMP4	ENSG00000125378	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
MSX1	SHH	ENSG00000164690	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
MSX1	H1-5	ENSG00000184357	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
MSX1	PITX1	ENSG00000069011	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
MSX1	CGA	ENSG00000135346	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
MSX1	FSHB	ENSG00000131808	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
MSX1	LHB	ENSG00000104826	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
MSX1	DKK1	ENSG00000107984	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
MSX1	GNRHR	ENSG00000109163	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
MSX1	MYOD1	ENSG00000129152	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
MSX1	BGLAP	ENSG00000242252	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
MSX1	DLK1	ENSG00000185559	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
MSX1	HEY1	ENSG00000164683	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
MSX1	NOTCH3	ENSG00000074181	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
MSX1	ZHX2	ENSG00000178764	Y	Y	-1	Y	Y	Y	-1	none	split-dual	N	CollecTRI-curated	1.0
MSX1	VDR	ENSG00000111424	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
MSX1	RUNX2	ENSG00000124813	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
MSX1	CDKN2D	ENSG00000129355	Y	Y	-1	Y	Y	Y	-1	none	split-dual	N	CollecTRI-curated	1.0
MSX1	PTCH1	ENSG00000185920	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
MSX1	SDC1	ENSG00000115884	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
MSX1	WNT1	ENSG00000125084	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
MSX1	CDH2	ENSG00000170558	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
MSX1	TAGLN	ENSG00000149591	Y	Y	-1	Y	Y	Y	-1	none	split-dual	N	CollecTRI-curated	1.0
MSX2	AMELX	ENSG00000125363	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
MSX2	SIX3	ENSG00000138083	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
MSX2	DLX2	ENSG00000115844	N	Y	unresolved	N	N	N		unresolved-single-flag-no-consensus	single	Y	CollecTRI-curated	
MSX2	BGLAP	ENSG00000242252	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
MSX2	IBSP	ENSG00000029559	Y	Y	-1	Y	Y	Y	-1	none	split-dual	N	CollecTRI-curated	1.0
MSX2	BMP4	ENSG00000125378	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
MSX2	RUNX2	ENSG00000124813	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
MSX2	SOX2	ENSG00000181449	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
MSX2	TAGLN	ENSG00000149591	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
MSX2	DKK1	ENSG00000107984	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
MSX2	NOTCH1	ENSG00000148400	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
MSX2	DSPP	ENSG00000152591	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
MSX2	ABCG2	ENSG00000118777	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
MSX2	WNT3A	ENSG00000154342	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
MSX2	WNT7A	ENSG00000154764	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
MSX2	WNT7B	ENSG00000188064	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
MSX2	LRP5	ENSG00000162337	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
MSX2	WNT10B	ENSG00000169884	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
MSX2	WNT2	ENSG00000105989	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
MSX2	SOST	ENSG00000167941	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
MSX2	EPHA7	ENSG00000135333	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
MSX2	CDH2	ENSG00000170558	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
MSX2	NKX3-1	ENSG00000167034	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
MSX2	ENPP1	ENSG00000197594	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
MSX2	SPP1	ENSG00000118785	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
MSX2	DLX5	ENSG00000105880	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
MSX2	MSX1	ENSG00000163132	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
MSX2	TGFB3	ENSG00000119699	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
MSX2	TGFB2	ENSG00000092969	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
MSX2	ATOH7	ENSG00000179774	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
MSX2	PITX2	ENSG00000164093	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
MSX2	IHH	ENSG00000163501	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
MSX2	WDR5	ENSG00000196363	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
MSX2	COL2A1	ENSG00000139219	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
MSX2	COL10A1	ENSG00000123500	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
MSX2	LAMA3	ENSG00000053747	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
MSX2	MYOD1	ENSG00000129152	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
MSX2	POU4F2	ENSG00000151615	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
MSX2	GPNMB	ENSG00000136235	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
MSX2	SP7	ENSG00000170374	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
MSX2	ALPL	ENSG00000162551	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
DLX5	BGLAP	ENSG00000242252	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
DLX5	BMP2	ENSG00000125845	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
DLX5	RUNX2	ENSG00000124813	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
DLX5	WNT10B	ENSG00000169884	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
DLX5	COL10A1	ENSG00000123500	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
DLX5	NPPA	ENSG00000175206	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
DLX5	BMP4	ENSG00000125378	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
DLX5	DKK1	ENSG00000107984	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
DLX5	DPPA4	ENSG00000121570	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
DLX5	LEFTY2	ENSG00000143768	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
DLX5	MAB21L1	ENSG00000180660	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
DLX5	STAR	ENSG00000147465	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
DLX5	DLX6	ENSG00000006377	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
DLX5	ACVR1	ENSG00000115170	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
DLX5	CAMK2A	ENSG00000070808	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
DLX5	DSPP	ENSG00000152591	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
DLX5	IRS2	ENSG00000185950	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
DLX5	PPARG	ENSG00000132170	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
DLX5	EPHA7	ENSG00000135333	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
DLX5	FGF2	ENSG00000138685	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
DLX5	IBSP	ENSG00000029559	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
DLX5	SPP1	ENSG00000118785	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
DLX5	WDR5	ENSG00000196363	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
DLX5	GSC	ENSG00000133937	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
DLX5	ALPL	ENSG00000162551	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
DLX5	GBX2	ENSG00000168505	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
DLX5	SP7	ENSG00000170374	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
DLX5	WNT5A	ENSG00000114251	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
DLX5	TMEM30B	ENSG00000182107	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
DLX5	BMPER	ENSG00000164619	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
DLX5	POU3F3	ENSG00000198914	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
SIX1	PTH2R	ENSG00000144407	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
SIX1	EYA1	ENSG00000104313	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
SIX1	SALL1	ENSG00000103449	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
SIX1	SKI	ENSG00000157933	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
SIX1	MYOG	ENSG00000122180	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
SIX1	TGFBR1	ENSG00000106799	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
SIX1	TSHB	ENSG00000134200	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
SIX1	EYA2	ENSG00000064655	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
SIX1	CDH1	ENSG00000039068	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
SIX1	MYOD1	ENSG00000129152	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
SIX1	VEGFC	ENSG00000150630	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
SIX1	CCNA1	ENSG00000133101	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
SIX1	BMP4	ENSG00000125378	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
SIX1	FGF10	ENSG00000070193	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
SIX1	ATOH1	ENSG00000172238	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
SALL1	FOXN1	ENSG00000109101	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
SALL1	PER1	ENSG00000179094	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
SALL1	FGF2	ENSG00000138685	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
SALL1	DKK1	ENSG00000107984	Y	Y	-1	Y	Y	Y	-1	none	split-dual	N	CollecTRI-curated	1.0
SALL1	POU5F1	ENSG00000204531	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
TBX18	DKK1	ENSG00000107984	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
TBX18	DPPA4	ENSG00000121570	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
TBX18	LEFTY2	ENSG00000143768	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
TBX18	DLL1	ENSG00000198719	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
TBX18	NPPA	ENSG00000175206	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
TBX18	TBX6	ENSG00000149922	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
TBX18	DISC1	ENSG00000162946	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
TBX18	GNA11	ENSG00000088256	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
TBX18	SLIT1	ENSG00000187122	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	GCG	ENSG00000115263	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	PDX1	ENSG00000139515	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	HNF4A	ENSG00000101076	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	ONECUT1	ENSG00000169856	Y	Y	unresolved	Y	N	N		unresolved-both-flagged	split-dual	N	CollecTRI-curated	
FOXA2	SLC2A2	ENSG00000163581	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
FOXA2	HHEX	ENSG00000152804	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	EOMES	ENSG00000163508	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	APOB	ENSG00000084674	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	AGXT	ENSG00000172482	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	CYP3A7	ENSG00000160870	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	GH1	ENSG00000259384	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	SHH	ENSG00000164690	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	WNT7B	ENSG00000188064	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	NPR1	ENSG00000169418	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	APOA1	ENSG00000118137	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	PTH	ENSG00000152266	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	SAMHD1	ENSG00000101347	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	CFH	ENSG00000000971	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	DLK1	ENSG00000185559	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	F2	ENSG00000180210	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	SLC10A1	ENSG00000100652	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
FOXA2	SLCO1B1	ENSG00000134538	Y	Y	-1	Y	Y	Y	-1	none	split-dual	N	CollecTRI-curated	1.0
FOXA2	SLCO1B3	ENSG00000111700	Y	Y	unresolved	Y	N	N		unresolved-both-flagged	split-dual	N	CollecTRI-curated	
FOXA2	INS	ENSG00000254647	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	IAPP	ENSG00000121351	N	Y	-1	N	N	Y	-1	none	single	Y	CollecTRI-curated	1.0
FOXA2	IBSP	ENSG00000029559	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	ADH1A	ENSG00000187758	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	REG3G	ENSG00000143954	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	AHSG	ENSG00000145192	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	PPP1R3C	ENSG00000119938	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	FOXO1	ENSG00000150907	Y	N	unresolved	N	N	N		unresolved-single-flag-no-consensus	single	Y	CollecTRI-curated	
FOXA2	LCN8	ENSG00000204001	Y	Y	1	Y	Y	Y	1	none	split-dual	N	CollecTRI-curated	1.0
FOXA2	CPT1A	ENSG00000110090	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	HMGCS2	ENSG00000134240	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
FOXA2	PC	ENSG00000173599	Y	N	1	N	N	Y	1	none	single	Y	CollecTRI-curated	1.0
